City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
317,gadzhiyevo,69.2551,33.3362,-17.049999999999955,92,100,7.04,RU,Gadzhiyevo
318,chonchi,-42.6128,-73.8092,15.07000000000005,76,38,0.72,CL,Chonchi
319,arkalyk,50.2486,66.9114,-9.729999999999961,84,94,8.27,KZ,Arqalyk
320,labytnangi,66.6572,66.4183,-23.539999999999964,97,93,3.2,RU,Labytnangi
321,basoko,1.2391,23.616,24.79000000000002,60,100,1.25,CD,Basoko
322,lichinga,-13.3128,35.2406,17.410000000000025,98,100,0.64,MZ,Lichinga
323,shizilu,35.1711,118.8289,-4.079999999999984,32,88,5.7,CN,Shizilu
324,sitka,57.0531,-135.33,6.939999999999998,26,0,2.06,US,Sitka
325,zeya,53.75,127.2667,-28.359999999999985,93,26,2.71,RU,Zeya
326,kartuzy,54.3342,18.1974,-0.44999999999998863,91,0,2.57,PL,Kartuzy
327,pisco,-13.7,-76.2167,23.03000000000003,83,0,7.2,PE,Pisco
328,kimberley,-28.7323,24.7623,26.05000000000001,39,97,1.62,ZA,Kimberley
329,puerto escondido,15.85,-97.0667,29.460000000000036,70,40,2.57,MX,Puerto Escondido
330,marmara ereglisi,40.97,27.9553,4.050000000000011,65,75,5.14,TR,Erekli
331,paris,48.8534,2.3488,3.1000000000000227,98,100,3.09,FR,Paris
332,faliraki,36.3398,28.1994,13.980000000000018,78,40,7.72,GR,Faliraki
333,hamilton,39.1834,-84.5333,5.0,64,0,3.09,US,Hamilton
334,tres lagoas,-20.7511,-51.6783,21.850000000000023,95,100,3.93,BR,Três Lagoas
335,kayangel,8.0823,134.7173,27.74000000000001,80,100,7.75,PW,Kayangel
336,puerto santa,-8.9906,-78.6456,22.120000000000005,80,93,3.89,PE,Puerto Santa
337,sinop,41.7711,34.8709,-2.9699999999999704,97,100,0.97,TR,Sinop Province
338,saint-francois,46.4154,3.9054,-1.3100000000000023,94,100,1.54,FR,Saint-François
339,plettenberg bay,-34.0527,23.3716,19.160000000000025,90,23,2.87,ZA,Plettenberg Bay
340,ed damer,17.5928,33.9592,23.220000000000027,59,4,5.06,SD,Ed Damer
341,polyarnyy,69.1989,33.4478,-16.20999999999998,88,100,8.25,RU,Polyarny
342,katsuren-haebaru,26.3369,127.8719,14.210000000000036,46,75,6.17,JP,Katsuren-haebaru
343,tual,-5.6667,132.75,27.03000000000003,83,100,8.47,ID,Tual
344,marovoay,-16.1,46.6333,23.210000000000036,96,100,1.14,MG,Marovoay
345,lagoa,39.05,-27.9833,15.800000000000011,93,100,10.82,PT,Lagoa
346,muzo,5.5353,-74.1078,21.379999999999995,98,98,1.04,CO,Muzo
347,kudahuvadhoo,2.6708,72.8944,27.230000000000018,70,15,4.43,MV,Kudahuvadhoo
348,seydi,39.4816,62.9137,3.82000000000005,46,12,4.03,TM,Seydi
349,whakatane,-37.9585,176.9854,23.620000000000005,85,88,3.13,NZ,Whakatane
350,yarmouth,41.7057,-70.2286,1.1100000000000136,52,0,11.18,US,Yarmouth
351,slave lake,55.2834,-114.769,-28.00999999999999,69,0,0.0,CA,Slave Lake
352,mary,37.0,62.5,5.4500000000000455,54,0,3.15,TM,Mary
353,verkhnevilyuysk,63.4453,120.3167,-37.14999999999998,100,90,1.56,RU,Verkhnevilyuysk
354,woolgoolga,-30.1106,153.2007,27.189999999999998,73,100,2.58,AU,Woolgoolga
355,sinabang,2.4803,96.3801,26.060000000000002,82,81,0.86,ID,Sinabang
356,murzuq,25.9155,13.9184,15.740000000000009,34,100,3.77,LY,Murzuk
357,porto novo,6.4965,2.6036,27.430000000000007,78,53,2.93,BJ,Porto-Novo
358,villamontes,-21.25,-63.5,26.27000000000004,34,0,0.89,BO,Villamontes
359,lillehammer,61.1146,10.4674,2.7800000000000296,99,100,4.59,NO,Lillehammer
360,yelizovo,53.1873,158.3805,-3.919999999999959,58,40,4.0,RU,Yelizovo
361,tarawa,1.419,172.984,26.640000000000043,83,63,8.5,KI,Tarawa
362,fatehabad,29.5167,75.45,8.990000000000009,43,0,2.94,IN,Fatehābād
363,smirnykh,49.75,142.8333,-3.1200000000000045,79,100,6.84,RU,Smirnykh
364,golere,16.2557,-14.1017,20.470000000000027,12,64,4.85,SN,Goléré
365,mabaruma,8.2,-59.7833,22.160000000000025,98,32,1.03,GY,Mabaruma
366,las heras,-46.5419,-68.9359,19.610000000000014,15,2,5.59,AR,Las Heras
367,panauti,27.5814,85.5124,9.180000000000007,87,20,1.54,NP,Panauti̇̄
368,kimbe,-5.5502,150.1429,25.80000000000001,89,100,2.04,PG,Kimbe
369,yen bai,21.7,104.8667,11.78000000000003,79,100,0.84,VN,Yen Bai
370,tuban,-6.8976,112.0649,26.79000000000002,86,100,4.79,ID,Tuban
371,nyala,12.05,24.8833,22.110000000000014,20,4,6.86,SD,Nyala
372,weno,7.4515,151.8468,28.970000000000027,79,100,4.63,FM,Weno
373,kourou,5.1552,-52.6478,24.310000000000002,90,100,2.54,GF,Kourou
374,jogbani,26.4167,87.25,13.770000000000039,66,8,1.51,IN,Jogbani
375,grand baie,-20.0182,57.5802,26.360000000000014,92,8,3.86,MU,Grand Baie
376,ola,59.5833,151.2833,-24.869999999999976,81,13,2.77,RU,Ola
377,mohgaon,21.65,78.7167,20.590000000000032,45,54,2.07,IN,Mohgaon
378,kosh-agach,50.0,88.6667,-33.079999999999984,100,94,1.17,RU,Kosh-Agach
379,harper,4.375,-7.7169,26.480000000000018,84,62,2.55,LR,Harper
380,beyneu,45.3167,55.2,-2.089999999999975,85,95,3.75,KZ,Beyneu
381,tionk essil,12.7856,-16.5217,22.129999999999995,15,100,3.98,SN,Tionk Essil
382,gebeit,21.0667,36.3167,16.900000000000034,91,14,1.52,SD,Gebeit
383,port macquarie,-31.4333,152.9167,28.370000000000005,70,89,2.68,AU,Port Macquarie
384,jwaneng,-24.6004,24.7303,23.58000000000004,45,1,3.94,BW,Jwaneng
385,tura,25.5198,90.2201,14.660000000000025,67,75,1.31,IN,Tura
386,lerik,38.7726,48.4128,2.400000000000034,63,80,0.75,AZ,Lerik
387,maun,-19.9833,23.4167,24.720000000000027,58,51,2.1,BW,Maun
388,bykovo,55.6361,38.0803,-2.1499999999999773,80,0,4.0,RU,Bykovo
389,mulchen,-37.7167,-72.2333,20.29000000000002,38,22,1.45,CL,Mulchén
390,kasaragod,12.5,75.0,21.450000000000045,94,37,2.19,IN,Kāsaragod
391,cockburn town,21.4612,-71.1419,24.879999999999995,68,15,7.84,TC,Cockburn Town
392,kruisfontein,-34.0033,24.7314,20.660000000000025,82,70,4.95,ZA,Kruisfontein
393,hithadhoo,-0.6,73.0833,27.620000000000005,68,7,4.73,MV,Hithadhoo
394,korla,41.7597,86.1469,-8.060000000000002,72,100,3.34,CN,Korla
395,lorengau,-2.0226,147.2712,29.720000000000027,68,100,2.91,PG,Lorengau
396,edgewater,28.9889,-80.9023,21.05000000000001,91,40,2.06,US,Edgewater
397,ojinaga,29.5667,-104.4167,30.53000000000003,8,0,1.54,MX,Ojinaga
398,thunder bay,48.4001,-89.3168,-16.46999999999997,86,59,3.14,CA,Thunder Bay
399,coahuayana de hidalgo,18.7,-103.6583,27.27000000000004,67,0,2.32,MX,Coahuayana de Hidalgo
400,flin flon,54.7682,-101.865,-20.889999999999986,90,18,3.9,CA,Flin Flon
401,liwale,-9.7667,37.9333,21.33000000000004,99,100,1.97,TZ,Liwale
402,payakumbuh,-0.2202,100.6308,20.689999999999998,97,100,0.62,ID,Payakumbuh
403,lanark,55.6737,-3.7817,4.07000000000005,94,53,6.37,GB,Lanark
404,ewo,-0.8725,14.8206,24.83000000000004,73,100,1.47,CG,Ewo
405,cabedelo,-6.9811,-34.8339,25.710000000000036,85,100,6.03,BR,Cabedelo
406,arauca,7.0847,-70.7591,28.980000000000018,61,40,1.03,CO,Arauca
407,kerrville,30.0474,-99.1403,24.920000000000016,63,40,4.63,US,Kerrville
408,myskhako,44.6714,37.7433,-0.8700000000000045,65,24,1.0,RU,Myskhako
409,ravenna,44.4167,11.9833,3.830000000000041,75,0,2.15,IT,Provincia di Ravenna
410,kalmunai,7.4167,81.8167,24.03000000000003,83,61,3.19,LK,Kalmunai
411,bhadra,29.1167,75.1667,11.480000000000018,25,0,3.59,IN,Bhādra
412,kalianget,-7.05,113.9333,26.760000000000048,83,90,5.07,ID,Kalianget
413,hadibu,12.65,54.0333,21.410000000000025,71,38,5.05,YE,Hadibu
414,kingston,17.997,-76.7936,25.650000000000034,77,99,2.32,JM,Kingston
415,laojunmiao,39.8333,97.7333,-14.079999999999984,70,93,1.24,CN,Laojunmiao
416,abilene,32.4487,-99.7331,13.430000000000007,59,100,3.09,US,Abilene
417,kaffrine,14.1059,-15.5508,20.930000000000007,10,100,4.2,SN,Kaffrine
418,byron bay,-28.65,153.6167,24.939999999999998,75,100,0.96,AU,Byron Bay
419,fonte boa,-2.4959,-66.2662,25.54000000000002,81,100,0.76,BR,Fonte Boa
420,puerto penasco,31.3167,-113.5333,23.99000000000001,66,0,6.69,MX,Puerto Peñasco
421,achit,56.7985,57.8994,-9.5,93,100,1.82,RU,Achit
422,adiake,5.2863,-3.304,26.49000000000001,83,27,2.19,CI,Adiaké
423,tahe,52.3333,124.7333,-33.52999999999997,100,60,0.95,CN,Tahe
424,zwolen,51.3554,21.5877,2.180000000000007,85,78,2.23,PL,Zwoleń
425,vorkuta,67.5,64.0,-16.25,93,93,3.12,RU,Vorkuta
426,borovichi,58.3878,33.9155,-16.839999999999975,98,42,0.94,RU,Borovichi
427,hammerfest,70.6634,23.6821,-8.75,73,100,8.23,NO,Hammerfest
428,nadi,-17.8,177.4167,28.08000000000004,78,100,1.42,FJ,Nadi
429,tripoli,32.8752,13.1875,13.82000000000005,75,52,2.9,LY,Tripoli
430,mount isa,-20.7333,139.5,28.870000000000005,65,100,2.06,AU,Mount Isa
431,luwuk,-0.9516,122.7875,25.390000000000043,83,100,0.97,ID,Luwuk
432,belek,36.8628,31.0556,10.28000000000003,80,86,8.72,TR,Belek
433,envira,-7.3,-70.2167,23.150000000000034,98,95,0.85,BR,Envira
434,idfu,24.9803,32.8747,17.55000000000001,37,85,5.38,EG,Idfu
435,nguigmi,14.2495,13.1092,20.620000000000005,18,3,5.09,NE,Nguigmi
436,khost,33.3395,69.9204,5.230000000000018,45,19,2.28,AF,Khōst
437,san mariano,7.5,126.0,22.0,96,100,1.04,PH,San Mariano
438,terme,41.2092,36.9739,3.57000000000005,74,100,1.78,TR,Terme
439,kirakira,-10.4544,161.9205,29.55000000000001,71,92,4.48,SB,Kirakira
440,la ronge,55.1001,-105.2842,-21.119999999999976,93,51,3.03,CA,La Ronge
441,zyryanovsk,49.7386,84.2719,-26.299999999999983,100,40,0.78,KZ,Zyryanovsk
442,henderson,36.0397,-114.9819,26.010000000000048,16,0,11.32,US,Henderson
443,birjand,32.8663,59.2211,2.680000000000007,34,5,1.98,IR,Birjand
444,lazaro cardenas,17.9583,-102.2,27.120000000000005,66,0,2.63,MX,Lázaro Cárdenas
445,santander,43.4647,-3.8044,6.6200000000000045,81,0,1.79,ES,Santander
446,halifax,44.6453,-63.5724,-3.6399999999999864,76,66,5.06,CA,Halifax
447,caleta de carquin,-11.0925,-77.6267,22.53000000000003,79,70,4.05,PE,Caleta de Carquín
448,zhengjiatun,43.5064,123.5064,-22.299999999999983,89,8,2.69,CN,Zhengjiatun
449,vylkove,45.4021,29.586,-0.9199999999999591,79,9,3.44,UA,Vylkove
450,mena,51.5217,32.2157,-3.079999999999984,79,81,3.81,UA,Mena
451,khandyga,62.6667,135.6,-43.559999999999974,98,51,0.56,RU,Khandyga
452,tofol,5.3248,163.0078,27.879999999999995,89,100,7.2,FM,Tofol
453,bartica,6.4,-58.6167,22.640000000000043,91,40,1.64,GY,Bartica
454,garissa,-0.4536,39.6401,23.379999999999995,75,30,2.73,KE,Garissa
455,abra pampa,-22.7205,-65.697,14.640000000000043,48,6,7.54,AR,Abra Pampa
456,spring creek,40.7266,-115.5859,14.830000000000041,31,56,4.47,US,Spring Creek
457,xinyuan,37.3,99.0,-13.349999999999966,40,96,3.22,CN,Xinyuan
458,rice lake,45.5061,-91.7382,-12.819999999999993,52,40,1.54,US,Rice Lake
459,bowen,-20.0167,148.2333,26.860000000000014,82,100,3.62,AU,Bowen
460,betio village,1.358,172.9211,26.600000000000023,83,67,8.5,KI,Betio Village
461,lensk,60.7253,114.9278,-32.829999999999984,99,100,1.74,RU,Lensk
462,midvagur,62.0511,-7.1939,4.460000000000036,75,75,5.66,FO,Miðvágur
463,viedma,-40.8135,-62.9967,18.420000000000016,44,6,5.99,AR,Viedma
464,saint-joseph,-21.3667,55.6167,25.210000000000036,81,98,1.12,RE,Saint-Joseph
465,brisas de zicatela,15.8369,-97.0419,29.29000000000002,70,40,2.57,MX,Brisas de Zicatela
466,chillan,-36.6066,-72.1034,23.180000000000007,35,0,4.12,CL,Chillán
467,bandarbeyla,9.4942,50.8122,21.700000000000045,73,30,7.53,SO,Bandarbeyla
468,barra,-11.0894,-43.1417,27.54000000000002,46,29,2.46,BR,Barra
469,port-vila,-17.7338,168.3219,28.78000000000003,74,75,2.57,VU,Port-Vila
470,alta,69.9689,23.2717,-9.409999999999968,74,20,12.96,NO,Alta
471,xinyu,27.8043,114.9334,5.689999999999998,69,25,1.26,CN,Xinyu
472,fougamou,-1.2154,10.5838,24.08000000000004,98,92,1.05,GA,Fougamou
473,karoi,-16.8099,29.6925,18.810000000000002,95,85,2.79,ZW,Karoi
474,timimoun,29.2639,0.231,13.010000000000048,36,0,4.82,DZ,Timimoun
475,bhattarai danda,27.8828,83.9314,13.57000000000005,29,34,2.04,NP,Bhattarai Danda
476,touros,-5.1989,-35.4608,26.02000000000004,83,94,5.1,BR,Touros
477,clodomira,-27.5744,-64.1311,35.19,23,1,4.91,AR,Clodomira
478,cobija,-11.0267,-68.7692,23.400000000000034,94,92,1.06,BO,Cobija
479,praia da vitoria,38.7333,-27.0667,15.620000000000005,96,100,6.36,PT,Praia da Vitória
480,huarmey,-10.0681,-78.1522,22.939999999999998,78,97,3.8,PE,Huarmey
481,poltavka,54.3663,71.7632,-9.399999999999977,98,99,0.32,RU,Poltavka
482,orcopampa,-15.2661,-72.3417,9.140000000000043,80,97,3.35,PE,Orcopampa
483,khulm,36.6974,67.6983,5.650000000000034,61,32,3.15,AF,Khulm
484,cardigan,52.0847,-4.6591,7.160000000000025,83,1,5.07,GB,Cardigan
485,khorixas,-20.3667,14.9667,22.02000000000004,78,100,3.52,NA,Khorixas
486,labuan,5.2767,115.2417,25.610000000000014,94,64,3.68,MY,Labuan
487,taikang,46.8333,124.4167,-31.44999999999999,96,24,0.97,CN,Taikang
488,djibo,14.1022,-1.6306,22.439999999999998,13,69,5.79,BF,Djibo
489,irkutsk,52.2978,104.2964,-14.569999999999993,72,75,10.0,RU,Irkutsk
490,chachapoyas,-6.2317,-77.869,13.82000000000005,95,94,0.76,PE,Chachapoyas
491,sulmona,42.0479,13.9291,4.210000000000036,74,0,0.58,IT,Sulmona
492,taulaga,-11.0553,-171.0883,28.560000000000002,66,7,5.22,AS,Taulaga
493,ancud,-41.8697,-73.8203,15.080000000000041,74,16,0.14,CL,Ancud
494,lethem,3.3803,-59.7968,28.54000000000002,59,75,5.43,GY,Lethem
495,muhos,64.808,25.9931,-10.569999999999993,91,98,6.09,FI,Muhos
496,bikenibeu village,1.3673,173.1241,26.560000000000002,83,65,8.54,KI,Bikenibeu Village
497,rohru,31.2167,77.75,5.28000000000003,79,63,1.91,IN,Rohru
498,sanming,26.2486,117.6186,5.300000000000011,71,0,0.7,CN,Sanming
499,fernie,49.5,-115.0687,-18.279999999999973,85,100,2.9,CA,Fernie
500,roma,43.2128,-75.4557,-5.919999999999959,86,100,4.12,US,Rome
501,san diego,32.7153,-117.1573,18.010000000000048,69,20,4.63,US,San Diego
502,filadelfia,39.9523,-75.1638,4.980000000000018,41,0,6.17,US,Philadelphia
503,neftegorsk,52.802,51.166,-6.439999999999998,87,100,4.5,RU,Neftegorsk
504,opuwo,-18.0607,13.84,20.180000000000007,86,100,1.49,NA,Opuwo
505,misrikh,27.45,80.5167,16.49000000000001,65,44,3.64,IN,Misrikh
506,nagqu,31.5,92.0,-7.349999999999966,26,3,0.45,CN,Nagqu Prefecture
507,karratha,-20.7377,116.8463,30.700000000000045,66,54,1.39,AU,Karratha
508,plastun,44.7561,136.2939,-13.889999999999986,56,99,7.33,RU,Plastun
509,belmonte,-15.8631,-38.8828,25.230000000000018,84,24,3.13,BR,Belmonte
510,botou,38.0667,116.5667,-7.599999999999966,34,1,1.02,CN,Botou
511,nizhniy odes,63.6445,54.856,-10.439999999999998,96,98,3.33,RU,Nizhniy Odes
512,kyabe,9.4515,18.9449,27.710000000000036,15,73,1.71,TD,Kyabé
513,as sulayyil,20.4607,45.5779,12.689999999999998,21,25,3.31,SA,As Sulayyil
514,dalnegorsk,44.5604,135.5701,-17.589999999999975,77,89,5.45,RU,Dalnegorsk
515,sambava,-14.2667,50.1667,23.980000000000018,93,100,2.45,MG,Sambava
516,ryotsu-minato,38.0833,138.4333,-1.4599999999999795,68,96,11.72,JP,Ryōtsu-minato
517,namtsy,62.7161,129.6658,-42.68999999999997,100,60,1.02,RU,Namtsy
518,toliara,-23.35,43.6667,24.439999999999998,77,16,5.67,MG,Toliara
519,morada nova,-5.1067,-38.3725,25.689999999999998,75,100,2.97,BR,Morada Nova
520,hastings,50.8552,0.5729,8.210000000000036,89,99,5.24,GB,Hastings
521,rokytne,51.2796,27.214,-2.7199999999999704,86,96,2.14,UA,Rokytne
522,tashla,51.7716,52.7427,-8.769999999999982,86,100,4.28,RU,Tashla
523,pyhajarvi,67.0701,27.2176,-18.059999999999974,93,100,3.95,FI,Pyhäjärvi
524,posto fiscal rolim de moura,-13.0833,-62.2667,23.980000000000018,96,99,1.1,BR,Pôsto Fiscal Rolim de Moura
525,gamba,-2.65,10.0,25.720000000000027,91,92,2.49,GA,Gamba
526,okhotsk,59.3833,143.3,-26.96999999999997,84,67,4.35,RU,Okhotsk
527,new norfolk,-42.7826,147.0587,18.730000000000018,39,15,1.37,AU,New Norfolk
528,sacaba,20.5833,-89.9833,27.879999999999995,42,14,3.06,MX,Sacaba
529,sinan,34.8262,126.1086,-1.5,62,99,8.74,KR,Sinan
530,la tuque,47.4334,-72.7824,-16.21999999999997,83,100,5.25,CA,La Tuque
531,kiunga,-6.1219,141.2906,30.460000000000036,61,86,1.16,PG,Kiunga
532,acapulco de juarez,16.8634,-99.8901,28.900000000000034,74,0,3.6,MX,Acapulco de Juárez
533,acton vale,45.6501,-72.5658,-12.829999999999984,84,100,4.62,CA,Acton Vale
534,debre birhan,9.6833,39.5333,7.760000000000048,35,30,2.38,ET,Debre Birhan
535,carloforte,39.145,8.3058,12.170000000000016,80,29,2.44,IT,Carloforte
536,justiniano posse,-32.8841,-62.6779,34.879999999999995,22,33,7.48,AR,Justiniano Posse
537,igarka,67.4667,86.5833,-22.379999999999967,85,90,4.4,RU,Igarka
538,brookings,44.3114,-96.7984,-13.299999999999955,65,0,6.17,US,Brookings
539,peniche,39.3558,-9.3811,10.25,90,26,2.18,PT,Peniche
540,montecompatri,41.8089,12.7378,5.910000000000025,83,0,1.34,IT,Monte Compatri
541,arteche,12.2645,125.4048,25.960000000000036,84,93,3.31,PH,Arteche
542,pervari,37.9357,42.5493,3.7700000000000387,53,100,2.76,TR,Pervari
543,moorhead,46.8739,-96.7676,-14.989999999999952,64,75,3.09,US,Moorhead
544,bubaque,11.2833,-15.8333,25.510000000000048,53,100,6.99,GW,Bubaque
545,kotma,23.2,81.9667,17.02000000000004,54,100,0.5,IN,Kotma
546,panjakent,39.4952,67.6093,3.1899999999999977,61,93,0.9,TJ,Panjakent
547,severo-yeniseyskiy,60.3725,93.0408,-26.129999999999967,100,95,0.87,RU,Severo-Yeniseyskiy
548,phra phutthabat,14.7253,100.7954,23.360000000000014,71,39,2.08,TH,Phra Phutthabat
549,fisterra,42.9049,-9.2629,12.400000000000034,74,90,2.02,ES,Finisterra
550,richards bay,-28.783,32.0377,25.53000000000003,79,14,6.59,ZA,Richards Bay
551,port arthur,38.8,121.2667,-9.879999999999995,52,92,9.06,CN,Lüshunkou
552,aykhal,66.0,111.5,-32.16999999999999,87,99,1.86,RU,Aykhal
553,smara,26.7384,-11.6719,12.370000000000005,81,0,3.28,EH,Smara
554,volda,62.1476,6.0741,6.150000000000034,87,100,1.03,NO,Volda
555,levin,-40.6333,175.275,19.82000000000005,68,54,3.03,NZ,Levin
556,pangkalanbuun,-2.6833,111.6167,24.890000000000043,91,96,1.24,ID,Pangkalanbuun
557,masterton,-40.9597,175.6575,22.689999999999998,34,27,2.49,NZ,Masterton
558,silver city,32.7701,-108.2803,21.480000000000018,12,0,4.12,US,Silver City
559,guacamayas,18.0167,-102.2167,26.879999999999995,64,0,2.62,MX,Guacamayas
560,bandar-e lengeh,26.5579,54.8807,17.08000000000004,55,0,2.48,IR,Bandar-e Lengeh
561,north platte,41.1239,-100.7654,-5.899999999999977,61,100,5.36,US,North Platte
562,baissa,7.2333,10.6333,24.510000000000048,22,42,0.75,NG,Baissa
563,quatre cocos,-20.2078,57.7625,26.160000000000025,84,7,2.46,MU,Quatre Cocos
564,salinopolis,-0.6136,-47.3561,25.52000000000004,88,88,4.15,BR,Salinópolis
565,boguchany,58.3814,97.4531,-23.669999999999987,100,76,1.33,RU,Boguchany
566,kabalo,-6.05,26.9167,20.900000000000034,97,100,0.27,CD,Kabalo
567,chimoio,-19.1164,33.4833,18.80000000000001,99,100,0.95,MZ,Chimoio
568,farkhor,37.4922,69.4036,3.650000000000034,51,30,1.94,TJ,Farkhor
569,shubarshi,48.5872,57.1869,-12.659999999999968,90,90,3.63,KZ,Shubarshi
570,hanceville,34.0607,-86.7675,19.560000000000002,94,100,0.51,US,Hanceville
571,bengkulu,-3.8004,102.2655,24.03000000000003,87,100,1.57,ID,Bengkulu
572,onega,63.9061,38.1404,-23.339999999999975,99,35,1.47,RU,Onega
573,bunia,1.5667,30.25,19.129999999999995,49,76,0.67,CD,Bunia
574,piggs peak,-25.9667,31.25,18.460000000000036,96,100,0.74,SZ,Piggs Peak
575,cabo san lucas,22.8909,-109.9124,25.170000000000016,35,0,5.66,MX,Cabo San Lucas
